case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,n_txns,report_filed,analyst_notes
CC-0041,C07648,C07648-K2,2016-07-04 06:39:11,2016-07-07 16:39:11,confirmed_fraud,out_of_region_use,75.03,1,false,"Case CC-0041: cardholder C07648 reported unrecognized activity on card C07648-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $75.03 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0042,C12094,C12094-K2,2016-07-04 07:37:59,2016-07-05 02:37:59,cleared,none,0.0,1,false,Case CC-0042: model scored a $49.95 transaction at 0.91. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0043,C10164,C10164-K1,2016-07-04 08:03:02,2016-07-09 07:03:02,confirmed_fraud,out_of_region_use,87.01,1,false,"Case CC-0043: cardholder C10164 reported unrecognized activity on card C10164-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $87.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0044,C06147,C06147-K2,2016-07-04 09:49:26,2016-07-05 22:49:26,confirmed_fraud,out_of_region_use,13.33,1,false,"Case CC-0044: cardholder C06147 reported unrecognized activity on card C06147-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $13.33 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0045,C07212,C07212-K2,2016-07-04 10:11:50,2016-07-05 22:11:50,confirmed_fraud,out_of_region_use,1282.82,4,true,"Case CC-0045: cardholder C07212 reported unrecognized activity on card C07212-K2. 4 transaction(s) between 2016-07-02 and 2016-07-03 totaling $1,282.82 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0046,C01579,C01579-K1,2016-07-04 10:37:34,2016-07-08 04:37:34,confirmed_fraud,card_not_present_new_device,10.04,1,false,"Case CC-0046: cardholder C01579 reported unrecognized activity on card C01579-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $10.04 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a KFFOWI Build/LVY48F on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-0047,C03108,C03108-K1,2016-07-04 11:05:08,2016-07-08 20:05:08,confirmed_fraud,card_not_present_fraud,50.05,5,false,Case CC-0047: cardholder C03108 reported unrecognized activity on card C03108-K1. 5 transaction(s) between 2016-07-03 and 2016-07-03 totaling $50.05 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a KFFOWI Build/LVY48F on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-0048,C11309,C11309-K1,2016-07-04 11:15:59,2016-07-06 03:15:59,confirmed_fraud,card_not_present_fraud,149.96,1,false,Case CC-0048: cardholder C11309 reported unrecognized activity on card C11309-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $149.96 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 9.0. Card blocked and reissued. Customer reimbursed.
CC-0049,C01638,C01638-K1,2016-07-04 11:25:48,2016-07-07 20:25:48,confirmed_fraud,card_not_present_fraud,399.95,2,false,Case CC-0049: cardholder C01638 reported unrecognized activity on card C01638-K1. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $399.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed.
CC-0050,C09221,C09221-K2,2016-07-04 13:08:31,2016-07-06 01:08:31,confirmed_fraud,out_of_region_use,48.01,1,false,"Case CC-0050: cardholder C09221 reported unrecognized activity on card C09221-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $48.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0051,C05976,C05976-K1,2016-07-04 14:46:15,2016-07-07 10:46:15,confirmed_fraud,account_takeover,177.02,2,false,Case CC-0051: cardholder C05976 reported unrecognized activity on card C05976-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $177.02 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0052,C11595,C11595-K1,2016-07-04 15:45:08,2016-07-05 20:45:08,confirmed_fraud,card_not_present_fraud,52.36,1,false,Case CC-0052: cardholder C11595 reported unrecognized activity on card C11595-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $52.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0053,C02000,C02000-K2,2016-07-04 17:06:12,2016-07-06 06:06:12,confirmed_fraud,out_of_region_use,774.08,1,false,"Case CC-0053: cardholder C02000 reported unrecognized activity on card C02000-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $774.08 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0054,C05736,C05736-K1,2016-07-04 17:29:18,2016-07-07 20:29:18,confirmed_fraud,card_not_present_fraud,60.71,1,false,Case CC-0054: cardholder C05736 reported unrecognized activity on card C05736-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $60.71 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Y635-L03 Build/HuaweiY635-L03 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0055,C04248,C04248-K2,2016-07-04 18:17:23,2016-07-06 00:17:23,confirmed_fraud,card_not_present_fraud,83.69,1,false,Case CC-0055: cardholder C04248 reported unrecognized activity on card C04248-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $83.69 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0057,C12598,C12598-K2,2016-07-04 18:42:19,2016-07-06 02:42:19,confirmed_fraud,account_takeover,108.42,1,false,Case CC-0057: cardholder C12598 reported unrecognized activity on card C12598-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $108.42 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0058,C03412,C03412-K1,2016-07-04 18:53:38,2016-07-05 15:53:38,cleared,none,0.0,1,false,Case CC-0058: model scored a $99.99 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0059,C09165,C09165-K2,2016-07-04 19:05:35,2016-07-06 23:05:35,confirmed_fraud,card_not_present_new_device,185.01,4,false,"Case CC-0059: cardholder C09165 reported unrecognized activity on card C09165-K2. 4 transaction(s) between 2016-07-02 and 2016-07-03 totaling $185.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-0060,C03348,C03348-K1,2016-07-04 19:18:54,2016-07-06 14:18:54,confirmed_fraud,card_not_present_fraud,899.98,2,false,Case CC-0060: cardholder C03348 reported unrecognized activity on card C03348-K1. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $899.98 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.
CC-0061,C03699,C03699-K1,2016-07-04 19:51:11,2016-07-06 13:51:11,cleared,none,0.0,1,false,Case CC-0061: model scored a $99.97 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0062,C07867,C07867-K2,2016-07-04 20:30:28,2016-07-06 08:30:28,confirmed_fraud,out_of_region_use,526.98,4,false,"Case CC-0062: cardholder C07867 reported unrecognized activity on card C07867-K2. 4 transaction(s) between 2016-07-03 and 2016-07-04 totaling $526.98 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0063,C11000,C11000-K2,2016-07-04 20:35:01,2016-07-06 17:35:01,confirmed_fraud,account_takeover,2659.62,12,true,"Case CC-0063: cardholder C11000 reported unrecognized activity on card C11000-K2. 12 transaction(s) between 2016-07-02 and 2016-07-04 totaling $2,659.62 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on firefox 57.0. Card blocked and reissued. Customer reimbursed."
CC-0064,C13005,C13005-K1,2016-07-04 20:35:05,2016-07-08 18:35:05,confirmed_fraud,card_not_present_fraud,450.1,2,false,Case CC-0064: cardholder C13005 reported unrecognized activity on card C13005-K1. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $450.10 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0065,C03839,C03839-K1,2016-07-04 20:48:28,2016-07-05 15:48:28,cleared,none,0.0,1,false,Case CC-0065: model scored a $149.94 transaction at 0.83. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0066,C10167,C10167-K1,2016-07-04 20:52:22,2016-07-05 19:52:22,cleared,none,0.0,1,false,Case CC-0066: model scored a $199.95 transaction at 0.83. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0067,C11844,C11844-K2,2016-07-04 21:00:55,2016-07-09 01:00:55,confirmed_fraud,card_not_present_fraud,111.36,3,false,Case CC-0067: cardholder C11844 reported unrecognized activity on card C11844-K2. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $111.36 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Redmi Note 4 Build/MMB29M on chrome 54.0 for android. Card blocked and reissued. Customer reimbursed.
CC-0068,C09076,C09076-K1,2016-07-04 22:05:14,2016-07-05 21:05:14,cleared,none,0.0,1,false,Case CC-0068: model scored a $25.09 transaction at 0.88. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0069,C01471,C01471-K1,2016-07-04 22:45:26,2016-07-06 14:45:26,cleared,none,0.0,1,false,Case CC-0069: model scored a $99.91 transaction at 0.84. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0070,C12166,C12166-K2,2016-07-04 22:47:14,2016-07-07 17:47:14,confirmed_fraud,account_takeover,334.94,1,false,Case CC-0070: cardholder C12166 reported unrecognized activity on card C12166-K2. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $334.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0071,C13372,C13372-K1,2016-07-04 23:04:32,2016-07-09 23:04:32,confirmed_fraud,card_not_present_new_device,47.19,1,false,"Case CC-0071: cardholder C13372 reported unrecognized activity on card C13372-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $47.19 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 61.0. Card blocked and reissued. Customer reimbursed."
CC-0072,C12111,C12111-K1,2016-07-04 23:29:45,2016-07-07 21:29:45,confirmed_fraud,out_of_region_use,150.0,1,false,"Case CC-0072: cardholder C12111 reported unrecognized activity on card C12111-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $150.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0073,C04597,C04597-K2,2016-07-04 23:30:43,2016-07-08 20:30:43,confirmed_fraud,card_not_present_new_device,60.78,1,false,"Case CC-0073: cardholder C04597 reported unrecognized activity on card C04597-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $60.78 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Y635-L03 Build/HuaweiY635-L03 on chrome 62.0 for android. Card blocked and reissued. Customer reimbursed."
CC-0074,C11496,C11496-K2,2016-07-04 23:46:07,2016-07-08 21:46:07,confirmed_fraud,account_takeover,31.92,1,false,Case CC-0074: cardholder C11496 reported unrecognized activity on card C11496-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $31.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0075,C05385,C05385-K2,2016-07-05 00:20:08,2016-07-07 04:20:08,confirmed_fraud,card_not_present_fraud,100.07,1,false,Case CC-0075: cardholder C05385 reported unrecognized activity on card C05385-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $100.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.
CC-0076,C05289,C05289-K2,2016-07-05 00:44:38,2016-07-07 20:44:38,confirmed_fraud,card_not_present_new_device,299.85,2,false,"Case CC-0076: cardholder C05289 reported unrecognized activity on card C05289-K2. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $299.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-0077,C05385,C05385-K2,2016-07-05 00:50:31,2016-07-05 22:50:31,cleared,none,0.0,1,false,Case CC-0077: model scored a $50.05 transaction at 0.90. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0078,C00978,C00978-K1,2016-07-05 01:42:34,2016-07-06 05:42:34,confirmed_fraud,card_not_present_new_device,131.31,2,false,"Case CC-0078: cardholder C00978 reported unrecognized activity on card C00978-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $131.31 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-0079,C07149,C07149-K2,2016-07-05 02:47:36,2016-07-06 22:47:36,confirmed_fraud,account_takeover,188.62,2,false,Case CC-0079: cardholder C07149 reported unrecognized activity on card C07149-K2. 2 transaction(s) between 2016-07-03 and 2016-07-03 totaling $188.62 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0080,C00938,C00938-K1,2016-07-05 03:00:33,2016-07-05 21:00:33,confirmed_fraud,card_not_present_fraud,29.92,1,false,Case CC-0080: cardholder C00938 reported unrecognized activity on card C00938-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $29.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0081,C06940,C06940-K1,2016-07-05 03:05:27,2016-07-08 21:05:27,confirmed_fraud,card_not_present_fraud,78.86,1,false,Case CC-0081: cardholder C06940 reported unrecognized activity on card C06940-K1. 1 transaction(s) between 2016-07-03 and 2016-07-03 totaling $78.86 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0082,C00621,C00621-K2,2016-07-05 03:09:46,2016-07-06 19:09:46,cleared,none,0.0,1,false,Case CC-0082: model scored a $489.90 transaction at 0.86. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0083,C04201,C04201-K1,2016-07-05 03:28:05,2016-07-06 00:28:05,cleared,none,0.0,1,false,Case CC-0083: model scored a $18.83 transaction at 0.89. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0084,C12900,C12900-K2,2016-07-05 03:42:51,2016-07-10 18:42:51,confirmed_fraud,account_takeover,497.99,2,false,Case CC-0084: cardholder C12900 reported unrecognized activity on card C12900-K2. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $497.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0085,C10585,C10585-K2,2016-07-05 04:12:28,2016-07-07 22:12:28,confirmed_fraud,account_takeover,298.03,7,false,Case CC-0085: cardholder C10585 reported unrecognized activity on card C10585-K2. 7 transaction(s) between 2016-07-02 and 2016-07-04 totaling $298.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0086,C05307,C05307-K2,2016-07-05 04:16:32,2016-07-10 00:16:32,confirmed_fraud,card_not_present_fraud,83.81,1,false,Case CC-0086: cardholder C05307 reported unrecognized activity on card C05307-K2. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $83.81 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0087,C11031,C11031-K2,2016-07-05 04:17:51,2016-07-08 22:17:51,confirmed_fraud,out_of_region_use,399.92,1,false,"Case CC-0087: cardholder C11031 reported unrecognized activity on card C11031-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $399.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0088,C02477,C02477-K1,2016-07-05 04:58:21,2016-07-07 22:58:21,cleared,none,0.0,1,false,Case CC-0088: model scored a $49.99 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0089,C09354,C09354-K1,2016-07-05 05:21:29,2016-07-06 17:21:29,confirmed_fraud,card_not_present_fraud,251.25,3,false,Case CC-0089: cardholder C09354 reported unrecognized activity on card C09354-K1. 3 transaction(s) between 2016-07-04 and 2016-07-04 totaling $251.25 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 62.0. Card blocked and reissued. Customer reimbursed.
CC-0090,C00854,C00854-K2,2016-07-05 07:42:35,2016-07-06 21:42:35,confirmed_fraud,out_of_region_use,770.29,4,false,"Case CC-0090: cardholder C00854 reported unrecognized activity on card C00854-K2. 4 transaction(s) between 2016-07-04 and 2016-07-04 totaling $770.29 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0091,C08913,C08913-K2,2016-07-05 08:37:44,2016-07-08 02:37:44,cleared,none,0.0,1,false,Case CC-0091: model scored a $14.94 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-0092,C12517,C12517-K2,2016-07-05 08:46:40,2016-07-10 21:46:40,confirmed_fraud,account_takeover,53.93,1,false,Case CC-0092: cardholder C12517 reported unrecognized activity on card C12517-K2. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $53.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0093,C07073,C07073-K1,2016-07-05 09:11:36,2016-07-07 14:11:36,confirmed_fraud,account_takeover,94.98,2,false,Case CC-0093: cardholder C07073 reported unrecognized activity on card C07073-K1. 2 transaction(s) between 2016-07-04 and 2016-07-04 totaling $94.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-0094,C12987,C12987-K1,2016-07-05 09:16:28,2016-07-09 02:16:28,confirmed_fraud,card_not_present_fraud,37.22,1,false,Case CC-0094: cardholder C12987 reported unrecognized activity on card C12987-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $37.22 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0095,C09301,C09301-K2,2016-07-05 09:22:19,2016-07-07 21:22:19,confirmed_fraud,out_of_region_use,447.09,5,false,"Case CC-0095: cardholder C09301 reported unrecognized activity on card C09301-K2. 5 transaction(s) between 2016-07-02 and 2016-07-04 totaling $447.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-0096,C13001,C13001-K1,2016-07-05 09:30:38,2016-07-07 07:30:38,cleared,none,0.0,1,false,"Case CC-0096: model scored a $2,000.97 transaction at 0.89. Cardholder confirmed travel to the billing region in question. Alert cleared."
CC-0097,C06988,C06988-K1,2016-07-05 11:06:37,2016-07-08 18:06:37,confirmed_fraud,card_not_present_fraud,51.29,1,false,Case CC-0097: cardholder C06988 reported unrecognized activity on card C06988-K1. 1 transaction(s) between 2016-07-04 and 2016-07-04 totaling $51.29 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-0098,C07508,C07508-K2,2016-07-05 11:17:13,2016-07-07 03:17:13,cleared,none,0.0,1,false,Case CC-0098: model scored a $9.86 transaction at 0.84. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0099,C06348,C06348-K1,2016-07-05 11:24:16,2016-07-07 04:24:16,cleared,none,0.0,1,false,Case CC-0099: model scored a $124.95 transaction at 0.81. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-0100,C10326,C10326-K1,2016-07-05 11:39:32,2016-07-07 01:39:32,confirmed_fraud,out_of_region_use,195.92,1,false,"Case CC-0100: cardholder C10326 reported unrecognized activity on card C10326-K1. 1 transaction(s) between 2016-07-05 and 2016-07-05 totaling $195.92 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
